ContractID,CustomerID,ProductType,AssetType,ContractAmount,InterestRate,TenureMonths,PaymentFrequency,CreditScore,Region,Channel,ContractStatus,StartDate,LastPaymentDate,InsuranceType,PremiumAmount,ClaimsCount,CreatedAt,IsDefault,HasClaim
CT008496,CUST34587,Loan,Car,916655,0.2197,60,Annually,596,North,Branch,Closed,08-10-2021,11-07-2020,Yes,0,0,09-08-2021,1,0
CT008497,CUST99767,Vehicle Insurance,Property,4889076,0,12,Annually,704,Central,Branch,Closed,26-06-2015,02-12-2024,No,0,0,07-10-2015,0,0
CT008498,CUST62029,Loan,Car,942425,0.0797,36,Monthly,723,West,Broker,Closed,31-07-2020,12-07-2023,Yes,0,0,08-11-2020,1,0
CT008499,CUST76234,Operating Lease,Property,4801414,0.1319,24,Monthly,645,West,Online,Active,10-11-2017,09-04-2025,Yes,0,0,11-10-2017,1,0
CT008500,CUST43085,Operating Lease,Equipment,650783,0.1278,84,Monthly,651,North,Broker,Closed,28-06-2017,09-01-2023,Yes,0,0,16-07-2017,0,0
CT008501,CUST11677,Operating Lease,Other,229077,0.2412,24,Annually,542,South,Dealer,Active,31-12-2016,18-10-2025,No,0,0,30-01-2017,0,0
CT008502,CUST20707,Loan,Car,884401,0.0394,72,Monthly,765,East,Online,Defaulted,12-07-2015,13-05-2025,Yes,0,0,01-04-2016,1,0
CT008503,CUST89978,Vehicle Insurance,Equipment,926858,0,12,Quarterly,686,South,Broker,Active,09-12-2020,11-10-2025,No,0,0,16-09-2020,0,0
CT008504,CUST32011,Operating Lease,Truck,1729221,0.0637,84,Monthly,725,South,Online,Active,04-07-2017,26-10-2025,Yes,0,0,23-04-2017,1,0
CT008505,CUST44593,Property Insurance,Bike,83696,0,12,Quarterly,615,Central,Broker,Closed,08-10-2016,30-08-2021,No,0,0,29-08-2016,0,0
CT008506,CUST71277,Loan,Truck,1990051,0.1127,48,Quarterly,687,West,Dealer,Active,19-04-2016,11-06-2025,Yes,0,0,20-04-2016,0,0
CT008507,CUST89148,Loan,Property,5077460,0.1477,24,Monthly,655,West,Online,Active,10-09-2019,10-05-2025,Yes,0,0,22-10-2019,0,0
CT008508,CUST81242,Property Insurance,Bike,43436,0,12,Annually,604,East,MobileApp,Closed,15-02-2021,29-01-2023,No,0,0,18-02-2021,0,0
CT008509,CUST87828,Operating Lease,Property,4381837,0.025,60,Annually,760,North,Branch,Defaulted,17-11-2021,07-12-2024,Yes,0,0,12-08-2021,0,0
CT008510,CUST33242,Loan,Truck,1916301,0.266,60,Quarterly,533,North,Dealer,Active,27-10-2020,18-09-2025,Yes,0,0,11-02-2020,0,0
CT008511,CUST14369,Vehicle Insurance,Property,5544091,0,12,Quarterly,654,North,MobileApp,Active,13-12-2019,16-11-2025,No,0,0,01-07-2020,0,0
CT008512,CUST20938,Property Insurance,Truck,1264098,0,12,Quarterly,436,Central,Online,Closed,20-02-2020,20-03-2021,No,0,0,03-02-2020,1,0
CT008513,CUST47005,Vehicle Insurance,Equipment,735317,0,12,Quarterly,648,West,Broker,Active,29-12-2016,09-02-2025,No,0,0,01-07-2017,1,0
CT008514,CUST28006,Operating Lease,Equipment,807619,0.2773,24,Annually,481,South,Online,Closed,24-10-2016,23-05-2025,Yes,0,0,18-11-2016,0,0
CT008515,CUST71088,Loan,Other,103936,0.1873,84,Monthly,611,North,Dealer,Defaulted,01-06-2022,29-03-2025,No,0,0,25-01-2022,0,0
CT008516,CUST65109,Vehicle Insurance,Bike,111622,0,12,Annually,623,East,Broker,Active,29-10-2016,11-08-2025,No,0,0,16-11-2016,1,0
CT008517,CUST82921,Loan,Equipment,1229922,0.1061,24,Annually,708,South,Online,Active,18-06-2019,11-02-2025,Yes,0,0,07-04-2019,1,0
CT008518,CUST62102,Vehicle Insurance,Truck,1982330,0,12,Annually,718,East,Branch,Closed,11-11-2017,13-06-2021,No,0,0,30-11-2017,0,0
CT008519,CUST22862,Equipment Insurance,Other,136598,0,12,Quarterly,475,South,Online,Active,08-05-2020,19-08-2025,No,0,0,23-08-2020,1,0
CT008520,CUST39100,Vehicle Insurance,Property,4333502,0,12,Quarterly,733,Central,Online,Active,24-01-2016,09-05-2025,No,0,0,02-10-2016,0,0
CT008521,CUST22473,Loan,Truck,1603024,0.114,60,Quarterly,685,South,Dealer,Active,03-09-2018,09-09-2025,Yes,0,0,29-03-2018,0,0
CT008522,CUST97843,Equipment Insurance,Car,882058,0,12,Annually,646,North,MobileApp,Active,01-08-2016,11-07-2025,No,483187.33,1,01-09-2016,1,1
CT008523,CUST14772,Operating Lease,Other,172240,0.0465,84,Quarterly,737,South,MobileApp,Active,23-02-2019,17-09-2025,No,0,0,03-11-2019,0,0
CT008524,CUST91018,Vehicle Insurance,Equipment,1353954,0,12,Quarterly,740,North,Branch,Active,02-04-2016,26-10-2025,No,0,0,02-06-2016,0,0
CT008525,CUST47421,Vehicle Insurance,Truck,1408518,0,12,Quarterly,872,East,Online,Closed,15-07-2022,28-02-2023,No,0,0,30-07-2022,0,0
CT008526,CUST53148,Loan,Other,139496,0.0974,12,Monthly,684,West,Online,Closed,06-02-2021,02-03-2024,No,0,0,07-02-2021,0,0
CT008527,CUST70885,Operating Lease,Property,4323790,0.1195,36,Quarterly,646,South,Branch,Active,24-01-2017,26-08-2025,Yes,0,0,02-01-2017,0,0
CT008528,CUST72257,Property Insurance,Property,6218757,0,12,Quarterly,672,East,MobileApp,Closed,14-09-2019,31-08-2022,No,0,0,18-09-2019,0,0
CT008529,CUST26252,Operating Lease,Equipment,259709,0.02,60,Quarterly,757,East,Broker,Active,28-02-2015,20-09-2025,Yes,0,0,03-12-2015,0,0
CT008530,CUST26490,Loan,Truck,1579200,0.1318,24,Monthly,660,South,Branch,Closed,24-11-2017,06-02-2023,Yes,0,0,12-11-2017,0,0
CT008531,CUST81903,Loan,Other,240581,0.2236,48,Annually,558,West,Dealer,Active,02-06-2020,26-07-2025,No,0,0,17-02-2020,1,0
CT008532,CUST26572,Property Insurance,Other,47800,0,12,Annually,507,South,Online,Active,23-04-2018,19-10-2025,No,0,0,23-05-2018,1,0
CT008533,CUST51525,Equipment Insurance,Car,845473,0,12,Quarterly,656,North,Online,Closed,16-12-2021,30-03-2022,No,0,0,14-01-2022,0,0
CT008534,CUST99430,Loan,Other,313729,0.0674,48,Monthly,726,East,Dealer,Active,26-08-2021,22-08-2025,No,0,0,09-03-2021,0,0
CT008535,CUST40379,Vehicle Insurance,Equipment,776318,0,12,Quarterly,671,South,Dealer,Closed,22-10-2021,26-01-2023,No,0,0,11-09-2021,0,0
CT008536,CUST74463,Loan,Other,293409,0.0238,48,Quarterly,782,North,Dealer,Active,23-03-2019,11-10-2025,No,0,0,23-03-2019,0,0
CT008537,CUST72911,Loan,Car,600756,0.1195,24,Quarterly,678,West,Dealer,Active,15-06-2015,13-11-2025,Yes,0,0,22-06-2015,0,0
CT008538,CUST43703,Vehicle Insurance,Property,3701926,0,12,Quarterly,762,North,Online,Active,28-02-2022,23-07-2025,No,0,0,15-03-2022,0,0
CT008539,CUST32546,Operating Lease,Truck,1861516,0.1159,48,Quarterly,659,West,Online,Active,13-05-2015,25-07-2025,Yes,0,0,16-05-2015,0,0
CT008540,CUST21134,Loan,Bike,68001,0.1975,72,Monthly,618,South,Online,Active,08-11-2020,28-07-2025,No,0,0,14-08-2020,1,0
CT008541,CUST55005,Vehicle Insurance,Other,171684,0,12,Monthly,675,East,Dealer,Active,21-03-2021,11-12-2025,No,0,0,30-03-2021,0,0
CT008542,CUST29547,Loan,Bike,94914,0.2075,60,Monthly,594,Central,MobileApp,Active,11-12-2022,20-08-2025,No,0,0,20-11-2022,1,0
CT008543,CUST18184,Loan,Equipment,218876,0.256,24,Quarterly,540,North,Broker,Active,26-11-2022,11-02-2025,Yes,0,0,12-08-2022,1,0
CT008544,CUST72121,Vehicle Insurance,Property,3761932,0,12,Monthly,700,West,Dealer,Active,28-08-2015,30-09-2025,No,0,0,09-04-2015,1,0
CT008545,CUST73839,Loan,Car,842186,0.0759,60,Monthly,722,Central,Online,Closed,27-11-2020,26-03-2022,Yes,0,0,30-11-2020,1,0
CT008546,CUST86078,Operating Lease,Truck,713814,0.1208,36,Annually,668,West,MobileApp,Active,15-05-2019,23-10-2025,Yes,0,0,06-03-2019,0,0
CT008547,CUST98740,Loan,Truck,1816599,0.1053,24,Annually,696,East,MobileApp,Active,23-05-2016,08-08-2025,Yes,0,0,26-05-2016,0,0
CT008548,CUST15522,Loan,Car,533469,0.22,84,Monthly,585,North,Branch,Active,10-03-2015,15-08-2025,Yes,0,0,15-10-2015,0,0
CT008549,CUST86470,Loan,Bike,58592,0.2214,24,Annually,589,North,Branch,Defaulted,22-06-2022,10-10-2023,No,0,0,30-06-2022,0,0
CT008550,CUST24884,Property Insurance,Property,4205095,0,12,Monthly,626,West,Dealer,Active,26-12-2017,18-10-2025,No,0,0,21-01-2018,0,0
CT008551,CUST10404,Loan,Equipment,754099,0.1729,84,Quarterly,615,North,Online,Closed,07-04-2021,20-01-2024,Yes,0,0,07-07-2021,1,0
CT008552,CUST37400,Loan,Bike,135618,0.2629,84,Quarterly,528,South,Dealer,Active,12-01-2018,16-08-2025,No,0,0,16-12-2018,1,0
CT008553,CUST61729,Loan,Bike,72418,0.3662,48,Quarterly,436,Central,Online,Active,18-01-2019,11-11-2025,No,0,0,02-07-2019,0,0
CT008554,CUST85176,Vehicle Insurance,Property,4384366,0,12,Quarterly,631,West,Online,Active,21-06-2019,11-12-2025,No,0,0,07-02-2019,0,0
CT008555,CUST45931,Loan,Truck,1756075,0.1445,60,Monthly,646,South,Branch,Closed,15-11-2015,04-11-2024,Yes,0,0,12-02-2015,0,0
CT008556,CUST81954,Vehicle Insurance,Car,1106993,0,12,Monthly,543,East,Online,Active,06-09-2018,29-10-2025,No,0,0,25-06-2018,0,0
CT008557,CUST25619,Loan,Property,4130325,0.0623,84,Quarterly,747,South,Dealer,Active,04-03-2021,19-11-2025,Yes,0,0,05-01-2021,0,0
CT008558,CUST82443,Operating Lease,Equipment,719542,0.1223,72,Monthly,649,East,MobileApp,Active,20-03-2019,29-10-2025,Yes,0,0,04-01-2019,0,0
CT008559,CUST51265,Equipment Insurance,Equipment,658381,0,12,Quarterly,546,Central,Online,Closed,02-09-2019,03-08-2024,No,0,0,16-02-2019,0,0
CT008560,CUST51390,Operating Lease,Equipment,784488,0.2194,72,Annually,559,East,MobileApp,Defaulted,12-09-2022,08-01-2024,Yes,0,0,01-01-2023,0,0
CT008561,CUST11209,Operating Lease,Other,170924,0.0342,48,Quarterly,755,East,Branch,Active,21-01-2015,20-08-2025,No,0,0,20-02-2015,1,0
CT008562,CUST47666,Loan,Truck,1901295,0.1988,48,Monthly,611,West,Dealer,Closed,31-08-2021,15-08-2023,Yes,0,0,23-09-2021,1,0
CT008563,CUST45307,Operating Lease,Property,5299628,0.1378,36,Monthly,642,Central,MobileApp,Active,10-02-2017,24-08-2025,Yes,0,0,26-10-2017,0,0
CT008564,CUST43099,Vehicle Insurance,Car,1011555,0,12,Annually,677,East,Branch,Closed,20-09-2017,29-01-2022,No,0,0,19-10-2017,1,0
CT008565,CUST95538,Operating Lease,Car,866240,0.02,12,Quarterly,795,West,Branch,Active,26-09-2018,09-01-2025,Yes,0,0,10-03-2018,1,0
CT008566,CUST21693,Operating Lease,Other,10000,0.0449,84,Annually,750,North,Broker,Closed,22-04-2019,21-06-2020,No,0,0,19-05-2019,0,0
CT008567,CUST97667,Loan,Equipment,743235,0.1669,24,Annually,649,West,Dealer,Closed,10-11-2021,19-10-2023,Yes,0,0,11-01-2021,0,0
CT008568,CUST39741,Equipment Insurance,Other,18502,0,12,Quarterly,473,North,Branch,Closed,20-09-2021,08-08-2023,No,0,0,10-11-2021,1,0
CT008569,CUST40574,Loan,Property,3345975,0.062,24,Annually,740,North,Online,Closed,06-02-2022,30-10-2020,Yes,0,0,06-09-2022,0,0
CT008570,CUST64334,Operating Lease,Other,51282,0.1379,60,Monthly,646,North,Online,Closed,27-09-2017,17-11-2020,No,0,0,10-07-2017,0,0
CT008571,CUST80445,Loan,Car,1038968,0.02,24,Monthly,789,West,Broker,Closed,13-03-2020,23-09-2021,Yes,0,0,04-12-2020,1,0
CT008572,CUST67730,Vehicle Insurance,Equipment,1368659,0,12,Monthly,621,West,MobileApp,Active,18-10-2022,25-09-2025,No,0,0,11-02-2022,0,0
CT008573,CUST19795,Loan,Equipment,1201959,0.149,60,Quarterly,656,South,Online,Active,12-09-2021,28-07-2025,Yes,0,0,30-12-2021,0,0
CT008574,CUST99899,Operating Lease,Car,643658,0.1488,36,Quarterly,630,North,Broker,Active,19-06-2022,10-06-2025,Yes,0,0,17-07-2022,1,0
CT008575,CUST98099,Loan,Property,3189530,0.1204,36,Quarterly,667,Central,Branch,Closed,03-08-2020,24-11-2023,Yes,0,0,28-03-2020,0,0
CT008576,CUST70955,Operating Lease,Equipment,655886,0.0745,48,Annually,699,West,Branch,Active,28-09-2021,10-12-2025,Yes,0,0,29-09-2021,0,0
CT008577,CUST21333,Loan,Property,5883438,0.2909,60,Monthly,508,South,Dealer,Active,05-10-2015,10-01-2025,Yes,0,0,27-05-2015,1,0
CT008578,CUST54665,Vehicle Insurance,Other,302546,0,12,Quarterly,651,South,Online,Active,21-05-2017,08-03-2025,No,0,0,26-05-2017,1,0
CT008579,CUST67945,Vehicle Insurance,Truck,2290063,0,12,Monthly,748,North,Broker,Active,23-02-2019,18-08-2025,No,0,0,23-02-2019,0,0
CT008580,CUST26629,Property Insurance,Property,5851590,0,12,Quarterly,621,North,Online,Active,18-02-2019,10-11-2025,No,0,0,03-09-2019,0,0
CT008581,CUST19993,Equipment Insurance,Equipment,572057,0,12,Annually,682,South,Online,Closed,01-02-2016,28-10-2021,No,0,0,14-01-2016,0,0
CT008582,CUST26192,Loan,Truck,2025457,0.2695,72,Monthly,520,Central,Dealer,Active,30-07-2018,25-09-2025,Yes,0,0,08-06-2018,1,0
CT008583,CUST72345,Loan,Equipment,1207879,0.0917,12,Monthly,713,West,Branch,Closed,01-11-2022,27-01-2022,Yes,0,0,02-10-2022,0,0
CT008584,CUST57202,Vehicle Insurance,Other,10000,0,12,Quarterly,677,South,Online,Active,31-07-2016,27-07-2025,No,0,0,08-06-2016,0,0
CT008585,CUST47797,Property Insurance,Bike,107221,0,12,Annually,478,East,Dealer,Active,18-12-2019,30-09-2025,No,0,0,01-09-2020,1,0
CT008586,CUST60280,Operating Lease,Bike,79921,0.1166,72,Annually,668,East,Branch,Closed,23-10-2021,12-07-2022,No,0,0,11-07-2021,0,0
CT008587,CUST66580,Equipment Insurance,Equipment,1034987,0,12,Annually,524,West,Dealer,Active,18-09-2017,11-10-2025,No,0,0,23-09-2017,1,0
CT008588,CUST13123,Vehicle Insurance,Equipment,677084,0,12,Quarterly,723,South,Online,Closed,03-10-2019,02-12-2021,No,0,0,03-10-2019,1,0
CT008589,CUST12969,Vehicle Insurance,Property,5372696,0,12,Quarterly,591,Central,Online,Active,19-07-2020,09-09-2025,No,0,0,14-08-2020,0,0
CT008590,CUST99658,Loan,Property,4557260,0.178,84,Monthly,635,Central,Online,Closed,19-03-2018,07-09-2023,Yes,0,0,04-12-2018,0,0
CT008591,CUST95293,Vehicle Insurance,Bike,73253,0,12,Monthly,697,East,Branch,Active,25-08-2017,19-10-2025,No,0,0,25-08-2017,0,0
CT008592,CUST84682,Vehicle Insurance,Truck,1466082,0,12,Monthly,798,East,Online,Closed,24-03-2015,26-10-2020,No,0,0,24-03-2015,1,0
CT008593,CUST24888,Operating Lease,Equipment,813921,0.0407,84,Quarterly,729,South,Dealer,Closed,25-04-2017,14-05-2025,Yes,0,0,17-05-2017,1,0
CT008594,CUST39860,Vehicle Insurance,Truck,1066879,0,12,Quarterly,617,North,MobileApp,Active,28-08-2020,31-08-2025,No,0,0,29-08-2020,0,0
CT008595,CUST56641,Equipment Insurance,Property,4313554,0,12,Quarterly,588,East,Dealer,Active,04-03-2019,30-07-2025,No,0,0,14-04-2019,0,0
CT008596,CUST53760,Equipment Insurance,Other,119977,0,12,Quarterly,705,South,Online,Active,02-02-2020,10-01-2025,No,0,0,19-02-2020,0,0
CT008597,CUST97914,Vehicle Insurance,Equipment,432349,0,12,Annually,581,West,Dealer,Active,19-09-2022,26-10-2025,No,0,0,15-10-2022,0,0
CT008598,CUST94932,Vehicle Insurance,Other,148275,0,12,Annually,639,West,Broker,Active,25-05-2021,31-08-2025,No,0,0,22-06-2021,0,0
CT008599,CUST52256,Loan,Property,4422122,0.1971,72,Monthly,608,South,Online,Defaulted,11-06-2020,25-03-2024,Yes,0,0,18-11-2020,0,0
CT008600,CUST43362,Loan,Truck,875231,0.116,60,Quarterly,697,West,Branch,Active,03-06-2019,19-09-2025,Yes,0,0,27-03-2019,0,0
CT008601,CUST95834,Vehicle Insurance,Bike,98062,0,12,Monthly,604,West,Online,Active,18-04-2022,21-10-2025,No,0,0,05-09-2022,0,0
CT008602,CUST23814,Loan,Truck,1438353,0.1746,72,Quarterly,635,Central,Dealer,Active,26-01-2015,08-02-2025,Yes,0,0,31-01-2015,0,0
CT008603,CUST77635,Loan,Truck,994620,0.1785,60,Annually,612,Central,Dealer,Closed,10-06-2018,15-10-2021,Yes,0,0,30-10-2018,0,0
CT008604,CUST99335,Operating Lease,Equipment,1278070,0.1939,72,Quarterly,593,North,Broker,Active,22-03-2021,09-02-2025,Yes,0,0,27-03-2021,0,0
CT008605,CUST60965,Operating Lease,Truck,2198113,0.0222,48,Annually,752,South,Online,Active,30-03-2017,15-10-2025,Yes,0,0,04-05-2017,0,0
CT008606,CUST28402,Property Insurance,Property,4581453,0,12,Monthly,611,South,Branch,Closed,24-09-2020,26-09-2024,No,0,0,10-07-2020,0,0
CT008607,CUST53793,Operating Lease,Other,32490,0.1972,60,Annually,567,East,Dealer,Active,31-10-2018,13-09-2025,No,0,0,14-11-2018,0,0
CT008608,CUST82475,Vehicle Insurance,Car,662612,0,12,Monthly,592,Central,Broker,Closed,09-09-2018,13-04-2025,No,0,0,10-09-2018,1,0
CT008609,CUST92453,Loan,Truck,2188838,0.0246,12,Monthly,765,Central,Dealer,Defaulted,26-10-2022,02-10-2025,Yes,0,0,11-01-2022,1,0
CT008610,CUST56980,Loan,Equipment,978529,0.2361,12,Annually,554,Central,Broker,Closed,27-06-2020,06-12-2023,Yes,0,0,07-06-2020,0,0
CT008611,CUST19840,Loan,Car,378389,0.02,48,Quarterly,836,East,Branch,Closed,25-06-2016,05-02-2023,Yes,0,0,07-09-2016,0,0
CT008612,CUST86425,Loan,Equipment,1339904,0.1206,48,Quarterly,691,Central,Dealer,Active,16-05-2022,19-08-2025,Yes,0,0,06-06-2022,0,0
CT008613,CUST82912,Operating Lease,Bike,125652,0.1122,72,Quarterly,668,East,Branch,Active,15-06-2021,26-09-2025,No,0,0,07-11-2021,0,0
CT008614,CUST19228,Equipment Insurance,Property,4332957,0,12,Quarterly,681,South,MobileApp,Active,06-05-2015,10-11-2025,No,0,0,20-06-2015,0,0
CT008615,CUST20155,Loan,Car,651017,0.1423,60,Annually,650,West,Branch,Active,21-06-2022,13-10-2025,Yes,0,0,07-03-2022,0,0
CT008616,CUST40377,Operating Lease,Property,2828812,0.0928,72,Quarterly,694,East,Online,Active,22-09-2018,13-09-2025,Yes,0,0,10-01-2018,0,0
CT008617,CUST37657,Operating Lease,Bike,49057,0.1276,24,Quarterly,634,South,Online,Active,25-08-2016,18-09-2025,No,0,0,30-08-2016,0,0
CT008618,CUST13638,Property Insurance,Other,321521,0,12,Quarterly,825,East,Dealer,Closed,25-07-2018,09-01-2024,No,0,0,30-07-2018,1,0
CT008619,CUST56664,Vehicle Insurance,Equipment,652504,0,12,Quarterly,673,West,MobileApp,Active,25-07-2019,08-12-2025,No,0,0,26-07-2019,1,0
CT008620,CUST50404,Operating Lease,Equipment,223367,0.02,84,Quarterly,776,Central,Dealer,Active,07-03-2021,29-07-2025,Yes,0,0,25-07-2021,1,0
CT008621,CUST25388,Operating Lease,Equipment,914592,0.1796,84,Annually,609,North,Online,Active,24-09-2016,19-08-2025,Yes,0,0,13-10-2016,0,0
CT008622,CUST80617,Vehicle Insurance,Truck,1210818,0,12,Annually,464,South,Dealer,Closed,23-11-2016,24-06-2023,No,0,0,23-11-2016,0,0
CT008623,CUST28046,Operating Lease,Bike,129476,0.0915,48,Monthly,690,East,Dealer,Closed,05-06-2017,16-12-2022,No,0,0,25-05-2017,0,0
CT008624,CUST13389,Loan,Car,717029,0.1748,60,Quarterly,631,South,Broker,Active,25-05-2022,27-07-2025,Yes,0,0,29-05-2022,0,0
CT008625,CUST68477,Loan,Car,558606,0.1256,24,Quarterly,675,Central,Branch,Active,18-04-2020,09-02-2025,Yes,0,0,17-05-2020,0,0
CT008626,CUST47959,Equipment Insurance,Bike,67071,0,12,Monthly,626,West,Branch,Active,12-09-2018,09-10-2025,No,0,0,23-12-2018,0,0
CT008627,CUST20658,Vehicle Insurance,Other,155020,0,12,Annually,675,Central,Branch,Closed,29-12-2017,05-04-2024,No,0,0,16-01-2018,0,0
CT008628,CUST77893,Loan,Other,328992,0.2008,84,Monthly,604,South,Online,Active,22-06-2017,23-10-2025,No,0,0,07-11-2017,1,0
CT008629,CUST85789,Operating Lease,Equipment,518506,0.0558,72,Monthly,723,Central,Dealer,Active,05-12-2019,23-07-2025,Yes,0,0,05-12-2019,0,0
CT008630,CUST27745,Property Insurance,Car,863205,0,12,Quarterly,690,East,Dealer,Active,26-12-2017,18-08-2025,No,0,0,14-01-2018,0,0
CT008631,CUST42491,Loan,Other,265069,0.1186,84,Monthly,681,North,Online,Active,23-03-2018,08-07-2025,No,0,0,04-05-2018,0,0
CT008632,CUST74184,Vehicle Insurance,Equipment,577496,0,12,Quarterly,727,South,Dealer,Closed,08-11-2018,26-11-2020,No,0,0,20-08-2018,0,0
CT008633,CUST13814,Equipment Insurance,Other,255945,0,12,Monthly,703,South,Online,Closed,31-12-2016,25-08-2024,No,0,0,01-08-2017,1,0
CT008634,CUST98594,Operating Lease,Car,840826,0.0611,72,Quarterly,729,Central,Dealer,Active,27-06-2017,28-10-2025,Yes,0,0,24-07-2017,1,0
CT008635,CUST52947,Operating Lease,Other,243701,0.0978,84,Quarterly,679,West,Dealer,Active,25-11-2021,19-08-2025,No,0,0,20-12-2021,0,0
CT008636,CUST48236,Loan,Car,787268,0.2536,84,Monthly,533,East,Online,Closed,13-04-2019,13-10-2020,Yes,0,0,05-10-2019,1,0
CT008637,CUST38057,Operating Lease,Equipment,350609,0.0741,48,Annually,716,South,Broker,Closed,02-07-2015,12-09-2023,Yes,0,0,03-09-2015,1,0
CT008638,CUST35954,Loan,Property,3774567,0.3374,84,Annually,483,East,Online,Active,20-11-2021,31-10-2025,Yes,0,0,12-05-2021,0,0
CT008639,CUST13883,Loan,Equipment,1033944,0.306,60,Annually,487,East,Dealer,Active,13-06-2015,11-11-2025,Yes,0,0,25-06-2015,1,0
CT008640,CUST18664,Operating Lease,Truck,1719162,0.1627,48,Monthly,628,Central,Online,Active,23-04-2018,08-10-2025,Yes,0,0,23-04-2018,0,0
CT008641,CUST60451,Loan,Car,240864,0.2817,36,Annually,527,Central,Online,Active,23-01-2020,23-07-2025,Yes,0,0,02-03-2020,1,0
CT008642,CUST65622,Vehicle Insurance,Truck,1613201,0,12,Monthly,533,North,Online,Active,24-04-2019,08-03-2025,No,0,0,18-05-2019,1,0
CT008643,CUST69593,Loan,Equipment,611674,0.19,48,Quarterly,619,North,Dealer,Closed,29-12-2022,16-11-2021,Yes,0,0,14-01-2023,0,0
CT008644,CUST56006,Equipment Insurance,Car,576530,0,12,Annually,680,West,Branch,Closed,15-10-2016,20-10-2020,No,0,0,21-10-2016,1,0
CT008645,CUST42132,Operating Lease,Truck,1289639,0.1044,24,Quarterly,666,East,Online,Closed,09-05-2015,26-06-2024,Yes,0,0,22-09-2015,0,0
CT008646,CUST48660,Operating Lease,Car,736926,0.2163,12,Annually,560,North,Online,Active,29-01-2015,11-12-2025,Yes,0,0,13-02-2015,0,0
CT008647,CUST85605,Vehicle Insurance,Car,893689,0,12,Quarterly,656,East,MobileApp,Active,04-11-2016,11-08-2025,No,0,0,19-04-2016,0,0
CT008648,CUST16417,Vehicle Insurance,Bike,55341,0,12,Annually,663,Central,Dealer,Active,19-08-2018,21-09-2025,No,0,0,09-08-2018,0,0
CT008649,CUST50152,Property Insurance,Other,30818,0,12,Monthly,552,Central,Branch,Closed,20-08-2020,06-10-2020,No,0,0,09-03-2020,0,0
CT008650,CUST31921,Loan,Bike,59058,0.1193,24,Monthly,691,North,Dealer,Active,26-07-2016,10-02-2025,No,0,0,08-03-2016,0,0
CT008651,CUST42262,Equipment Insurance,Truck,1461965,0,12,Annually,678,South,Online,Active,18-01-2017,08-03-2025,No,0,0,02-09-2017,0,0
CT008652,CUST76249,Loan,Car,712135,0.2178,36,Quarterly,584,Central,Dealer,Defaulted,17-02-2018,22-10-2024,Yes,0,0,26-02-2018,1,0
CT008653,CUST97562,Loan,Property,3864164,0.1898,72,Annually,634,West,Online,Closed,01-07-2018,21-08-2023,Yes,0,0,29-01-2018,0,0
CT008654,CUST44403,Loan,Other,147362,0.2415,24,Quarterly,569,North,Dealer,Active,21-07-2021,08-04-2025,No,0,0,08-02-2021,0,0
CT008655,CUST41009,Loan,Other,509973,0.2553,12,Monthly,542,North,Branch,Active,05-12-2018,28-08-2025,No,0,0,25-05-2018,0,0
CT008656,CUST37894,Operating Lease,Other,385478,0.1599,24,Monthly,635,West,Branch,Active,15-03-2021,24-10-2025,No,0,0,26-03-2021,0,0
CT008657,CUST41780,Loan,Truck,1351564,0.3134,12,Quarterly,491,South,Branch,Defaulted,17-12-2016,12-02-2023,Yes,0,0,26-12-2016,0,0
CT008658,CUST33235,Loan,Truck,687492,0.1514,72,Annually,652,East,Online,Closed,14-03-2017,21-01-2025,Yes,0,0,16-03-2017,0,0
CT008659,CUST62001,Operating Lease,Other,63849,0.02,84,Annually,806,South,Online,Active,23-12-2016,27-08-2025,No,0,0,29-12-2016,0,0
CT008660,CUST49745,Vehicle Insurance,Car,624814,0,12,Monthly,652,North,Dealer,Active,28-04-2022,22-07-2025,No,0,0,22-05-2022,0,0
CT008661,CUST66684,Vehicle Insurance,Equipment,1281300,0,12,Quarterly,615,South,MobileApp,Active,26-09-2015,22-07-2025,No,0,0,16-10-2015,0,0
CT008662,CUST52758,Equipment Insurance,Car,757557,0,12,Quarterly,719,West,Online,Active,27-01-2019,08-02-2025,No,0,0,22-02-2019,1,0
CT008663,CUST62814,Loan,Equipment,405305,0.1244,48,Monthly,671,East,Online,Defaulted,19-08-2016,22-07-2024,Yes,0,0,14-09-2016,1,0
CT008664,CUST42452,Operating Lease,Other,351786,0.02,48,Monthly,807,West,Online,Active,30-09-2020,16-10-2025,No,0,0,30-10-2020,0,0
CT008665,CUST39110,Vehicle Insurance,Property,4968429,0,12,Quarterly,732,South,Dealer,Active,12-08-2015,31-08-2025,No,0,0,22-12-2015,0,0
CT008666,CUST87955,Property Insurance,Bike,104716,0,12,Annually,619,Central,Branch,Closed,20-05-2017,03-06-2024,No,0,0,22-05-2017,0,0
CT008667,CUST31567,Operating Lease,Other,238320,0.1047,84,Quarterly,676,West,Broker,Active,01-09-2016,29-07-2025,No,0,0,02-03-2016,0,0
CT008668,CUST18870,Operating Lease,Equipment,766462,0.1394,24,Quarterly,634,East,Dealer,Closed,13-02-2017,31-07-2022,Yes,0,0,03-08-2017,0,0
CT008669,CUST53708,Loan,Car,1101223,0.0829,60,Monthly,710,South,Online,Closed,02-05-2018,08-04-2024,Yes,0,0,13-02-2018,0,0
